borough,neighborhood,sqft,bedrooms,bathrooms,floor,age,has_garage,has_elevator,has_doorman,subway_dist,price
Staten Island,New Dorp,2941,4,2,29,14,1,1,1,0.98,2460772
Queens,Long Island City,1678,0,1,11,16,0,1,1,0.87,1218068
Bronx,South Bronx,1602,0,2,5,50,1,0,1,1.12,1005128
Brooklyn,DUMBO,2994,2,2,49,62,1,0,1,0.92,1648540
Bronx,Pelham Bay,993,5,1,32,13,1,0,1,1.72,1150673
Queens,Jackson Heights,2836,3,3,36,58,1,0,1,0.81,1822901
Queens,Flushing,1821,4,1,15,82,1,1,0,0.94,1364708
Queens,Jackson Heights,2605,2,4,19,49,1,1,1,1.15,1987204
Manhattan,Midtown,1427,0,1,22,33,0,1,1,0.11,1890104
Bronx,Norwood,2614,2,2,34,5,0,1,1,1.28,1562010
Bronx,South Bronx,1359,4,1,17,48,0,1,0,0.71,1010688
Staten Island,New Dorp,2856,5,3,12,5,0,1,0,0.23,2023339
Staten Island,New Dorp,2641,5,2,25,68,0,1,1,2.29,2018666
Staten Island,Annadale,2682,1,4,17,6,0,0,0,0.87,2067568
Queens,Flushing,3165,4,3,10,96,1,0,0,1.12,1240329
Bronx,Riverdale,1573,1,2,28,76,0,0,0,2.09,671532
Queens,Jamaica,1215,1,4,18,50,1,0,1,0.5,1223739
Manhattan,Midtown,803,1,3,18,0,1,0,0,2.14,1769800
Staten Island,Annadale,1292,2,4,45,12,1,0,0,0.68,1075435
Queens,Long Island City,3125,0,1,32,42,1,0,0,1.51,2137551
Queens,Jackson Heights,467,5,1,14,26,1,0,1,1.75,1035557
Manhattan,Harlem,487,2,4,16,70,1,1,0,2.27,1402189
Brooklyn,Bushwick,2664,0,1,18,2,0,0,1,1.56,1630899
Bronx,Pelham Bay,2448,5,4,16,57,1,0,0,1.19,1957301
Brooklyn,Flatbush,1558,4,3,17,88,1,0,1,1.47,1533277
Staten Island,New Dorp,2120,5,2,7,96,0,1,1,0.58,1265468
Queens,Jamaica,1774,5,4,12,16,0,0,1,1.75,1410236
Manhattan,Chelsea,2587,5,2,34,44,0,1,1,0.55,2259739
Manhattan,Upper East Side,3065,3,2,10,77,0,1,1,1.44,2577219
Bronx,South Bronx,2580,4,4,5,57,0,0,0,1.65,1323571
Brooklyn,DUMBO,2043,2,1,21,55,0,1,0,2.26,1433895
Bronx,South Bronx,577,2,3,3,53,0,0,0,1.18,715907
Queens,Jamaica,3257,0,2,19,86,1,0,1,1.96,1423928
Bronx,Mott Haven,1781,2,3,45,87,0,0,1,0.5,957616
Manhattan,Chelsea,2827,1,2,44,28,1,1,1,0.47,2806706
Manhattan,Midtown,1307,5,4,35,53,0,0,0,1.36,2318539
Staten Island,Great Kills,3105,2,1,6,26,0,0,1,1.53,1386167
Staten Island,Tottenville,2897,0,3,14,44,1,0,1,1.62,1301784
Queens,Jamaica,985,0,2,4,86,0,1,1,1.89,1001036
Brooklyn,Flatbush,2910,1,4,45,30,0,1,1,0.81,2165502
Bronx,Mott Haven,1389,0,4,18,35,0,1,0,1.59,943245
Queens,Jamaica,1531,3,2,29,80,0,1,1,0.55,930816
Staten Island,Annadale,2569,5,2,35,60,0,0,1,0.63,1177787
Bronx,South Bronx,2464,5,2,38,36,0,0,1,0.26,1825320
Staten Island,Annadale,1619,5,1,16,66,0,1,1,1.89,1250521
Bronx,Pelham Bay,2774,4,2,20,35,1,0,0,1.32,1940549
Brooklyn,DUMBO,717,2,2,24,4,0,1,1,0.67,1189497
Queens,Jamaica,3256,3,1,35,45,1,0,0,1.43,2153290
Bronx,Norwood,1902,2,4,44,78,1,0,0,0.95,1686722
Manhattan,SoHo,2434,3,2,19,51,1,1,1,2.11,2001460
Manhattan,SoHo,2442,2,3,4,48,1,1,1,1.37,2265168
Bronx,Riverdale,902,1,4,33,5,1,0,0,0.17,798391
Bronx,Fordham,2422,0,3,2,9,1,1,1,2.46,1223260
Bronx,Pelham Bay,518,0,2,13,95,1,0,1,0.28,519646
Manhattan,Harlem,1109,1,1,45,22,0,0,0,1.77,1620061
Manhattan,Upper East Side,444,3,1,30,16,0,0,0,1.15,1542530
Bronx,South Bronx,713,4,1,34,83,0,0,0,0.7,749870
Staten Island,Great Kills,817,3,2,30,43,1,1,0,1.72,1104584
Staten Island,New Dorp,3003,0,2,24,40,0,0,0,0.4,1647584
Brooklyn,DUMBO,1501,4,3,48,14,1,0,0,2.16,1632905
Queens,Long Island City,725,2,1,44,43,1,0,1,0.7,947417
Staten Island,Stapleton,1839,4,2,33,57,0,1,1,0.97,1340016
Manhattan,Harlem,2386,3,4,41,85,1,0,1,1.62,2296342
Staten Island,St. George,2962,1,2,49,49,1,1,1,0.1,1236263
Brooklyn,Bushwick,2661,2,2,10,51,0,1,1,1.23,2131662
Brooklyn,DUMBO,473,3,4,18,69,1,1,1,2.25,1052286
Queens,Long Island City,2002,2,1,19,67,0,1,1,1.73,1410065
Staten Island,Great Kills,908,4,4,7,62,1,1,1,1.03,960278
Manhattan,Harlem,2779,0,1,19,57,1,1,1,1.69,2847676
Manhattan,Upper East Side,1087,3,4,24,22,0,1,0,2.35,1676768
Bronx,Riverdale,1056,1,3,15,43,0,0,0,0.55,841678
Manhattan,Chelsea,1942,4,1,41,82,0,0,1,1.38,1925553
Queens,Jamaica,1692,3,2,42,94,1,1,1,0.66,1043722
Queens,Astoria,1799,1,3,23,43,1,1,0,2.15,1516997
Manhattan,Financial District,3475,3,1,4,51,0,1,0,1.83,2337987
Manhattan,Harlem,3047,4,1,38,66,0,0,0,2.02,1911456
Bronx,South Bronx,1952,3,1,4,27,0,1,1,2.36,922569
Manhattan,SoHo,1475,2,4,5,66,1,0,0,0.66,2002238
Bronx,Riverdale,724,4,1,41,77,1,0,0,0.22,619191
Bronx,Pelham Bay,1391,3,2,44,17,0,1,0,0.8,1248195
Manhattan,Chelsea,2393,0,1,23,26,0,0,1,1.06,1882538
Brooklyn,Flatbush,1116,3,2,40,50,0,1,0,1.6,1154750
Brooklyn,DUMBO,3170,2,2,37,59,1,1,1,2.01,1689077
Bronx,South Bronx,676,1,2,11,73,0,1,0,0.94,575723
Manhattan,Chelsea,2983,1,3,11,48,0,0,0,1.24,2149013
Brooklyn,Bushwick,551,1,2,13,14,0,1,1,1.99,821227
Manhattan,Upper East Side,1354,0,4,14,82,1,0,0,0.64,1820907
Manhattan,Financial District,1906,2,1,8,72,1,1,0,0.62,1973300
Manhattan,SoHo,658,4,4,25,67,0,1,0,1.51,1455368
Staten Island,St. George,2771,1,3,18,14,1,1,1,1.15,1705553
Manhattan,Upper East Side,3464,2,1,44,50,0,1,1,2.38,2184421
Staten Island,Tottenville,1268,3,2,44,47,0,1,1,0.96,1155930
Bronx,Norwood,1591,0,1,18,71,0,0,0,1.92,871228
Brooklyn,Williamsburg,1087,2,3,10,0,0,1,1,1.5,1153165
Brooklyn,Bay Ridge,709,2,3,7,6,1,1,0,0.23,1083974
Brooklyn,Flatbush,3250,4,4,44,52,0,1,0,0.3,2168058
Brooklyn,Flatbush,1902,2,1,14,30,0,0,0,0.59,1784973
Brooklyn,DUMBO,3067,4,1,15,17,1,1,0,0.44,1745043
Brooklyn,Park Slope,872,0,1,16,11,0,1,0,0.89,1024942
Brooklyn,Flatbush,2908,0,4,2,47,1,1,0,1.49,1859562
Bronx,Norwood,1213,3,3,30,29,0,1,0,1.55,996759
Manhattan,Upper East Side,1245,4,2,30,96,0,0,0,1.51,1380695
Queens,Jamaica,1564,4,1,18,6,0,1,1,0.38,1316641
Staten Island,New Dorp,1066,1,4,31,91,0,0,1,1.54,846801
Queens,Forest Hills,2709,1,4,44,2,1,0,0,1.08,1565859
Queens,Long Island City,2208,3,2,48,62,0,0,1,2.27,1280028
Manhattan,Midtown,1843,0,3,13,5,1,0,1,2.29,1591526
Manhattan,Harlem,2167,5,1,20,94,1,1,1,1.94,2339750
Manhattan,Midtown,1664,1,1,49,14,1,1,0,1.79,2370305
Brooklyn,Williamsburg,754,2,4,35,70,0,0,1,0.38,1117373
Bronx,Norwood,2272,0,3,23,42,1,0,0,0.3,1205405
Brooklyn,Park Slope,2424,5,1,42,93,1,0,1,2.12,2017492
Bronx,Norwood,3217,2,2,33,90,1,1,1,1.12,1892528
Bronx,South Bronx,579,4,3,38,80,0,0,1,1.18,729818
Queens,Astoria,465,0,3,35,17,0,0,0,2.13,841979
Queens,Forest Hills,1219,3,4,36,21,1,0,0,1.59,1276069
Bronx,Fordham,1771,4,4,20,60,1,0,0,0.53,1042982
Bronx,Pelham Bay,570,4,1,3,60,0,0,0,0.61,651687
Brooklyn,Bay Ridge,2921,2,4,8,52,1,1,0,0.12,1850390
Brooklyn,Bay Ridge,2981,4,3,40,25,1,0,0,1.81,1642243
Queens,Flushing,1790,1,1,32,90,1,1,0,1.27,1287790
Manhattan,Midtown,1530,0,1,29,39,0,1,0,2.38,1747945
Bronx,Mott Haven,2886,1,3,7,87,1,1,0,1.81,1667819
Brooklyn,Bay Ridge,1234,2,1,2,7,1,1,1,0.35,1605036
Queens,Jackson Heights,626,5,2,21,20,0,1,1,0.49,1027532
Brooklyn,Park Slope,841,2,2,6,92,1,0,0,1.3,898898
Bronx,Pelham Bay,2843,0,1,28,42,0,1,1,2.32,1925529
Bronx,Riverdale,1127,4,4,48,20,0,1,1,0.69,1338849
Staten Island,St. George,2004,3,2,42,2,0,0,0,2.08,1409161
Manhattan,Harlem,2531,2,1,36,30,1,1,0,0.85,1920888
Staten Island,Great Kills,1436,0,2,32,26,1,0,1,0.75,1110812
Queens,Forest Hills,2232,3,4,45,26,1,0,0,2.26,1270598
Brooklyn,Bay Ridge,2248,4,3,42,72,1,0,1,0.21,2123646
Queens,Forest Hills,3140,5,1,46,56,1,0,0,1.69,2157253
Bronx,Norwood,892,2,1,9,96,1,0,1,0.2,536380
Staten Island,Annadale,1948,5,1,11,32,1,1,0,2.02,1663913
Staten Island,Great Kills,1543,0,1,23,89,1,0,1,2.09,1090309
Staten Island,Tottenville,1369,5,1,11,91,0,0,1,2.24,1230095
Queens,Flushing,2800,5,1,49,43,1,1,1,0.55,2572392
Bronx,Norwood,2487,0,4,2,42,1,1,1,0.4,966945
Brooklyn,DUMBO,1039,0,3,3,30,0,1,0,1.31,1051142
Brooklyn,DUMBO,572,2,4,11,64,1,1,1,0.75,949096
Queens,Flushing,1970,5,4,35,83,0,0,0,1.56,1942597
Staten Island,New Dorp,658,3,3,15,75,1,1,1,1.33,1078040
Manhattan,Midtown,916,0,4,43,16,1,0,0,0.45,1844026
Queens,Jackson Heights,3177,4,2,11,14,0,1,1,1.87,1636099
Queens,Flushing,922,5,4,31,33,0,1,0,2.03,994376
Bronx,Pelham Bay,2317,0,1,28,79,1,1,1,2.41,1494775
Brooklyn,Bay Ridge,3286,3,2,28,3,0,1,1,1.05,2394747
Queens,Flushing,2564,2,2,32,71,1,1,0,0.91,1626311
Queens,Jamaica,2631,5,3,25,97,1,0,1,0.56,1664586
Staten Island,Tottenville,2329,0,4,20,88,1,0,1,0.53,1505401
Staten Island,Great Kills,1539,0,4,28,78,1,0,1,0.87,1394937
Manhattan,SoHo,2609,4,2,25,27,1,1,1,2.46,2254492
Bronx,Pelham Bay,2990,4,4,11,72,1,0,0,0.32,1360020
Manhattan,Chelsea,1238,5,4,19,1,0,1,1,0.72,2079253
Staten Island,Stapleton,1489,0,3,28,16,0,1,0,0.31,1414580
Brooklyn,Bay Ridge,1493,5,2,1,57,0,0,0,0.76,1382977
Staten Island,St. George,2894,0,1,5,73,1,0,0,0.32,1243327
Bronx,Pelham Bay,2863,4,2,10,8,0,1,0,1.32,1357407
Staten Island,Tottenville,2979,3,3,42,30,1,1,1,1.15,1584519
Bronx,Norwood,2888,1,3,46,65,0,0,1,0.52,1180896
Bronx,Norwood,3185,1,3,34,87,1,1,0,0.52,1962502
Bronx,South Bronx,2369,0,4,36,61,1,0,1,1.6,1296533
Bronx,Mott Haven,2911,4,2,2,18,1,0,1,1.03,1863855
Bronx,South Bronx,2843,2,4,18,80,1,1,0,0.23,999497
Brooklyn,Flatbush,3158,2,4,13,73,1,1,0,2.31,1651141
Manhattan,Chelsea,1974,1,2,5,54,0,1,0,1.07,1946119
Queens,Astoria,1980,3,3,20,27,1,1,1,1.52,1499745
Manhattan,Harlem,2842,1,1,2,91,0,0,0,2.22,1965254
Bronx,South Bronx,2773,0,1,11,49,1,1,0,1.07,1906583
Brooklyn,Bushwick,1514,3,2,30,64,1,0,1,2.07,1288686
Staten Island,New Dorp,1149,2,2,32,2,1,0,1,2.3,1099261
Brooklyn,Park Slope,1493,4,3,32,78,0,1,1,0.52,1430946
Bronx,Fordham,1589,4,2,38,51,1,0,1,2.24,1388001
Brooklyn,Williamsburg,3089,0,2,28,9,0,1,1,0.39,2034339
Brooklyn,DUMBO,2661,1,3,10,20,1,1,1,0.76,1833303
Bronx,Norwood,2275,0,3,22,36,0,0,1,2.04,1414050
Brooklyn,Bay Ridge,2187,4,4,17,14,0,0,1,2.26,1709822
Queens,Forest Hills,2816,2,2,22,86,0,0,0,1.74,1916282
Queens,Forest Hills,2007,4,1,43,77,1,1,1,0.35,1465876
Brooklyn,DUMBO,448,3,2,19,78,1,1,0,1.36,991691
Staten Island,Tottenville,1475,5,1,17,73,0,0,1,1.47,1085538
Bronx,Fordham,1712,4,1,24,8,1,1,1,0.78,1655050
Queens,Astoria,2049,4,1,36,43,1,1,0,2.48,1419660
Staten Island,Stapleton,2580,5,4,32,38,1,0,1,0.91,2126046
Brooklyn,Bay Ridge,3446,3,3,46,4,0,1,0,0.6,2183078
Staten Island,New Dorp,3233,1,3,36,24,0,0,1,0.36,1633701
Manhattan,Harlem,1589,4,4,28,55,1,0,0,1.01,1852099
Queens,Jackson Heights,1797,0,3,14,89,0,0,0,1.76,1511443
Brooklyn,Flatbush,2820,4,4,36,63,1,1,1,0.66,1899612
Bronx,Riverdale,2228,0,2,6,71,1,0,0,1.95,1066788
Brooklyn,Park Slope,878,3,4,9,85,0,0,0,0.42,913557
Bronx,Pelham Bay,1231,4,3,21,51,0,0,1,1.16,1228937
Brooklyn,Park Slope,3097,3,3,12,88,1,0,1,1.79,1721880
Staten Island,Stapleton,2014,3,2,30,75,1,1,0,0.42,1191056
Staten Island,Great Kills,1081,1,4,31,8,1,0,1,1.53,1342471
Staten Island,Tottenville,3135,4,2,40,9,0,1,0,2.02,2603819
Manhattan,Upper East Side,1723,0,1,4,9,0,0,0,1.53,1678808
Bronx,Norwood,481,0,4,31,72,1,1,0,1.33,640458
Staten Island,Stapleton,486,4,2,27,61,1,1,1,2.11,788848
Manhattan,Financial District,2672,5,2,25,89,0,1,1,2.47,1685586
Bronx,Mott Haven,2463,1,3,5,98,1,1,0,0.54,1635414
Brooklyn,Bushwick,1221,1,4,6,90,0,0,0,1.76,1286632
Manhattan,Harlem,562,1,1,5,59,0,0,0,0.29,1356650
Queens,Long Island City,2961,0,1,27,94,1,1,1,0.2,1193050
Manhattan,SoHo,2797,3,4,8,18,1,1,0,0.77,2170574
Manhattan,Midtown,2332,5,4,9,37,0,1,1,2.43,2502279
Bronx,Pelham Bay,3128,1,2,15,5,1,0,0,1.43,2414507
Brooklyn,Flatbush,2250,0,3,36,14,0,1,0,0.74,1550196
Queens,Jackson Heights,2260,0,3,41,92,0,1,0,0.42,1778957
Staten Island,New Dorp,1515,3,3,7,46,0,0,0,2.31,911608
Staten Island,Annadale,2628,4,4,32,44,1,0,1,0.97,1889414
Manhattan,Financial District,3190,4,3,8,4,1,0,1,0.84,2150289
Bronx,Riverdale,3107,1,2,47,77,1,0,1,2.16,1819603
Bronx,Pelham Bay,2282,1,4,15,52,0,0,1,1.55,1152848
Staten Island,St. George,2940,5,4,37,65,0,0,1,0.5,2298201
Queens,Forest Hills,1322,3,3,19,61,0,1,0,1.11,1085948
Brooklyn,DUMBO,2575,1,1,39,22,0,1,1,2.33,1698551
Queens,Long Island City,1849,3,1,6,43,1,0,1,2.26,1578082
Brooklyn,Bushwick,1982,0,2,19,51,1,1,1,0.27,1510831
Staten Island,New Dorp,964,1,3,28,45,1,0,1,0.74,978617
Brooklyn,Park Slope,2997,0,3,17,18,0,1,0,0.47,2066839
Bronx,Norwood,2900,2,4,42,87,0,0,0,1.38,1926638
Manhattan,Financial District,870,3,4,19,83,1,0,0,1.9,1582865
Manhattan,Upper East Side,1387,2,3,31,46,0,1,1,0.81,1628178
Staten Island,Annadale,3185,1,4,11,90,1,1,0,1.92,1693953
Bronx,Norwood,2334,0,3,15,51,0,0,0,1.7,1766327
Queens,Flushing,623,1,2,10,23,0,0,1,1.85,735694
Bronx,South Bronx,2601,2,4,43,16,0,0,1,2.38,1579237
Manhattan,Financial District,3007,1,3,23,88,0,0,1,1.12,2568984
Manhattan,SoHo,750,5,4,3,45,0,0,0,0.92,1471897
Bronx,Norwood,2328,4,2,3,63,1,0,1,1.74,1184089
Bronx,Mott Haven,748,2,4,18,94,1,1,0,2.04,757176
Manhattan,SoHo,581,1,3,25,27,1,1,0,0.56,1420065
Queens,Flushing,1036,0,4,43,49,0,1,0,2.13,1176673
Staten Island,Annadale,1417,1,4,20,63,1,1,0,0.24,1388392
Staten Island,Great Kills,2626,0,3,29,27,1,1,0,0.12,1432297
Bronx,Pelham Bay,1171,4,1,22,85,0,0,1,0.48,759165
Staten Island,Tottenville,3341,1,4,15,55,0,0,0,2.45,2315354
Manhattan,SoHo,3474,4,4,39,58,1,1,0,1.36,3206573
Manhattan,Midtown,1415,2,2,10,4,1,0,0,0.21,1686376
Bronx,Fordham,2511,0,1,21,53,1,1,0,2.49,1151977
Bronx,Riverdale,428,5,2,29,43,1,1,0,1.89,829090
Bronx,Fordham,2819,2,3,32,41,1,0,1,2.11,1617445
Queens,Flushing,2544,0,3,10,71,0,0,0,0.61,1448645
Staten Island,New Dorp,2293,4,2,13,91,1,1,0,0.35,1858865
Bronx,Riverdale,1865,3,4,47,56,1,1,0,1.34,1121570
Brooklyn,Williamsburg,1626,1,1,23,46,1,1,0,1.95,1715329
Brooklyn,Bay Ridge,3440,4,2,23,75,1,1,1,1.63,2376697
Manhattan,Chelsea,2468,0,2,31,24,1,0,0,1.61,1769958
Staten Island,St. George,3182,0,3,4,43,1,1,0,1.92,2067927
Bronx,Riverdale,1525,0,4,49,14,0,0,0,0.64,1241345
Brooklyn,Flatbush,465,0,1,3,50,0,1,0,1.69,794155
Staten Island,Tottenville,3050,1,2,21,52,0,1,1,1.04,1520770
Manhattan,Midtown,1534,2,1,2,33,1,0,1,0.27,1871682
Queens,Flushing,737,5,1,4,76,1,0,1,0.59,1029520
Staten Island,New Dorp,2570,3,2,1,7,0,0,0,2.01,2056095
Staten Island,St. George,2128,1,1,15,76,1,0,1,2.25,1525442
Queens,Astoria,846,0,3,33,99,1,0,1,0.78,775580
Staten Island,Tottenville,3058,1,4,6,69,1,1,1,0.56,2088861
Manhattan,Upper East Side,3118,4,4,7,95,0,1,1,0.16,2005171
Manhattan,Harlem,3062,5,4,19,20,0,1,1,2.37,2250888
Queens,Long Island City,3344,0,3,44,6,0,0,0,1.74,1771343
Bronx,Riverdale,680,3,3,1,89,1,0,1,2.4,637520
Brooklyn,DUMBO,995,0,3,39,78,0,0,1,2.17,1068816
Bronx,Fordham,2386,5,4,19,55,0,1,1,0.92,1363495
Staten Island,Tottenville,3150,3,1,45,48,0,0,0,0.37,1606943
Brooklyn,Bushwick,1474,5,3,26,41,1,1,0,1.3,1475845
Queens,Jackson Heights,609,3,2,44,22,0,1,1,0.16,1051221
Queens,Jamaica,525,2,3,12,51,0,1,0,0.46,1008327
Brooklyn,Bushwick,891,2,2,22,78,1,0,0,0.66,1197156
Manhattan,Midtown,3407,1,4,13,52,0,1,1,1.7,2768359
Brooklyn,Flatbush,1369,1,2,28,15,1,1,0,1.32,1535695
Staten Island,Stapleton,980,3,3,14,95,1,1,1,0.83,905728
Manhattan,Financial District,3224,0,3,22,36,0,0,1,1.46,2840901
Queens,Jamaica,2705,4,1,30,17,0,1,1,0.4,1367207
Brooklyn,Williamsburg,1611,4,4,44,19,0,0,0,1.91,1524802
Bronx,Norwood,629,0,2,20,45,1,0,1,1.81,543601
Bronx,Mott Haven,588,0,4,44,1,0,1,1,0.62,759496
Staten Island,New Dorp,2457,2,3,27,86,0,1,0,1.56,1379979
Bronx,Fordham,3123,4,1,38,93,0,0,1,1.31,2126339
Brooklyn,Williamsburg,901,3,3,42,62,1,1,0,0.25,1351948
Brooklyn,DUMBO,2532,5,3,41,2,1,0,0,0.77,1592601
Bronx,Norwood,448,1,3,34,45,1,0,1,2.5,652328
Brooklyn,Flatbush,3285,5,2,39,48,0,0,0,0.34,2303746
Staten Island,New Dorp,3455,2,3,41,0,0,1,1,1.32,1472534
Manhattan,Midtown,1088,4,4,44,21,1,0,0,2.14,1744878
Staten Island,Tottenville,786,0,4,37,92,0,0,0,0.82,1051413
Staten Island,Stapleton,1369,4,1,1,13,0,1,0,0.73,1126203
Brooklyn,Bay Ridge,1405,3,4,15,91,1,1,0,2.24,1591127
Manhattan,SoHo,2665,2,3,32,84,1,0,1,0.83,2821381
Brooklyn,Bushwick,2124,0,3,8,44,1,0,1,1.66,1948574
Queens,Forest Hills,2404,5,4,33,95,0,0,0,1.88,1238226
Brooklyn,Williamsburg,3452,3,1,18,5,0,1,1,1.99,1805852
Brooklyn,DUMBO,2702,5,1,45,64,0,0,1,2.49,1613227
Brooklyn,Flatbush,2683,1,4,29,20,1,0,1,2.03,1519575
Manhattan,SoHo,3497,2,2,32,3,1,1,1,1.68,2817947
Brooklyn,Bay Ridge,2007,3,2,33,2,0,1,1,2.25,2056634
Manhattan,Financial District,2189,3,2,5,29,1,0,1,2.27,2536135
Bronx,Mott Haven,670,5,2,18,30,1,1,1,2.44,878362
Queens,Jackson Heights,522,0,4,48,33,0,0,0,1.96,994326
Manhattan,Harlem,3103,1,1,10,82,1,0,1,0.57,2668099
Bronx,Pelham Bay,1680,5,3,36,19,0,1,0,1.8,1039979
Manhattan,Harlem,1844,3,3,33,86,1,0,0,0.28,1968679
Manhattan,Chelsea,658,2,4,23,53,0,0,0,0.86,1654817
Queens,Jackson Heights,1347,3,3,40,24,1,1,1,0.38,1005893
Staten Island,Stapleton,2494,4,2,5,14,0,0,1,2.38,1554836
Staten Island,Annadale,1262,2,1,34,37,1,1,0,0.91,1345140
Manhattan,Chelsea,924,2,4,24,22,1,0,0,1.81,1568609
Brooklyn,Bay Ridge,1287,3,1,17,51,1,1,1,1.47,1570355
Bronx,Norwood,607,0,4,31,65,1,1,1,0.36,700199
Brooklyn,Williamsburg,3194,2,4,7,56,1,1,1,1.45,2463348
Brooklyn,Bay Ridge,548,4,4,17,56,0,1,0,1.69,1055371
Manhattan,SoHo,837,5,4,28,78,0,1,0,2.22,1375415
Manhattan,Harlem,2602,0,1,38,51,0,1,1,0.27,1898900
Manhattan,Upper East Side,2121,0,3,22,34,1,0,1,0.81,2279146
Manhattan,Harlem,757,0,4,15,73,0,0,0,1.76,1562262
Staten Island,Great Kills,1640,2,2,37,13,1,1,1,0.18,1513306
Manhattan,Financial District,2330,0,4,15,90,1,0,1,0.59,2618512
Staten Island,St. George,855,3,1,25,13,0,1,0,0.62,1076217
Staten Island,Great Kills,3223,0,4,21,98,0,1,0,1.71,1168602
Manhattan,Chelsea,2032,4,2,38,32,1,0,0,0.79,2261580
Queens,Long Island City,1028,1,1,2,51,1,1,0,1.54,909562
Bronx,Norwood,3279,4,4,27,0,0,0,1,2.42,1869676
Brooklyn,Bushwick,885,2,2,49,33,0,1,0,2.0,1244515
Staten Island,St. George,2980,0,1,32,18,1,1,1,0.9,1500217
Bronx,Fordham,599,0,4,21,23,1,0,1,1.23,859025
Queens,Jackson Heights,770,3,2,4,3,0,1,1,0.58,909680
Brooklyn,DUMBO,1413,5,1,44,35,1,1,0,0.14,1752132
Brooklyn,Park Slope,2382,0,4,19,76,1,1,0,0.8,2134610
Staten Island,Tottenville,3300,4,1,2,57,0,0,1,0.99,1154350
Manhattan,SoHo,1871,2,2,26,31,0,0,1,1.45,2222358
Queens,Forest Hills,647,1,4,34,8,1,0,0,2.37,1100781
Staten Island,New Dorp,1187,0,4,14,79,1,0,1,2.37,667978
Queens,Long Island City,2711,1,4,15,66,0,0,1,0.27,2021212
Manhattan,Upper East Side,2478,0,2,20,19,1,1,1,1.58,2017441
Manhattan,Upper East Side,1921,2,3,34,73,0,0,1,0.2,1881916
Staten Island,St. George,1672,5,4,36,61,1,0,1,1.66,1055587
Manhattan,Financial District,1004,4,2,19,57,0,1,1,0.38,1761926
Bronx,Pelham Bay,2089,2,1,9,21,1,1,1,2.37,1270610
Brooklyn,DUMBO,1817,1,1,7,66,1,0,1,2.17,1382225
Staten Island,St. George,2220,0,2,30,74,1,1,0,0.15,1104027
Queens,Jackson Heights,901,1,3,13,88,0,1,0,1.98,955912
Bronx,Pelham Bay,3333,4,2,27,47,0,1,1,1.63,2392801
Staten Island,St. George,948,2,1,44,7,0,0,1,1.29,1041422
Manhattan,Midtown,1765,1,1,35,72,1,1,0,1.55,1753177
Manhattan,Chelsea,1238,1,4,13,14,1,1,0,1.73,1555799
Manhattan,Midtown,1830,4,3,15,31,0,0,0,2.22,2288506
Manhattan,Upper East Side,1848,0,2,46,52,0,1,1,1.94,1822361
Queens,Flushing,1247,1,1,9,66,1,1,0,1.48,791508
Bronx,South Bronx,1013,4,1,45,3,1,0,0,2.08,954106
Brooklyn,DUMBO,811,0,1,23,29,1,0,1,2.47,1235970
Queens,Jackson Heights,2879,5,2,36,12,1,0,0,0.82,1987948
Queens,Jamaica,1077,0,2,40,20,0,1,1,0.38,950361
Brooklyn,Park Slope,558,5,3,3,40,0,0,0,1.86,1116383
Brooklyn,Flatbush,2461,2,4,34,18,1,0,0,2.45,2026618
Manhattan,Chelsea,772,4,4,19,47,1,1,0,0.38,1739352
Queens,Long Island City,2672,0,4,28,85,1,1,0,1.14,1348196
Staten Island,St. George,1496,5,1,23,62,0,1,0,0.25,1362371
Brooklyn,Bushwick,2958,5,4,40,19,0,1,1,1.96,2034470
Brooklyn,Williamsburg,1002,2,1,49,63,1,1,1,2.38,1271751
Bronx,Mott Haven,615,3,3,45,36,1,0,0,1.3,809612
Staten Island,Stapleton,2396,4,1,7,30,1,0,1,1.08,1391449
Staten Island,Annadale,1964,3,3,41,73,1,0,0,2.28,973700
Brooklyn,Park Slope,2240,0,3,12,17,1,1,0,0.42,1303836
Manhattan,Midtown,2362,4,4,14,19,1,0,0,2.24,2115890
Bronx,Norwood,3435,2,4,46,81,0,1,0,1.04,1981458
Staten Island,New Dorp,3287,0,1,15,10,0,1,0,1.44,2186867
Brooklyn,Park Slope,1126,4,2,3,85,0,0,1,1.37,1131210
Staten Island,New Dorp,1644,4,4,15,43,1,0,1,1.58,1612261
Bronx,Norwood,3001,3,4,24,81,1,1,1,2.36,1478119
Bronx,Norwood,1465,0,2,46,63,1,1,1,2.38,936542
Queens,Flushing,1075,2,2,8,33,0,0,0,2.09,831336
Brooklyn,DUMBO,3320,2,4,5,86,1,0,1,0.56,2189853
Bronx,South Bronx,682,0,2,4,64,0,1,0,0.9,732134
Queens,Long Island City,1481,0,1,14,54,1,1,0,1.27,1438304
Queens,Jackson Heights,3281,5,3,16,73,1,1,1,2.27,1676199
Staten Island,New Dorp,2984,1,3,20,0,1,1,1,1.35,1509990
Staten Island,St. George,2308,3,4,24,37,0,0,0,2.45,1719890
Queens,Jamaica,3370,0,4,6,8,0,0,0,2.46,2171452
Staten Island,Tottenville,1552,0,1,31,94,0,1,0,1.54,1328313
Bronx,Fordham,3289,1,2,6,70,1,1,1,2.21,1184182
Manhattan,Financial District,1347,1,4,35,16,0,0,0,2.5,2039514
